X,Y,Z,Name,type,oldName
34.772087135,31.256348041,0,בנות חיל,גן ילדים,
34.804459035,31.2884524720001,0,מקיף זילברשטיין,על יסודי,הרכס
34.7589107630001,31.2731382150001,0,ניר,גן ילדים,
34.7590855560001,31.273188933,0,בר,גן ילדים,
34.7588448930001,31.272966174,0,סנפיר,גן ילדים,
34.778747417,31.2575617040001,0,הדר,גן ילדים,
34.7790097290001,31.2574456130001,0,כולנו,גן ילדים,
34.779143547,31.2573693840001,0,חברות,גן ילדים,
34.788165602,31.2689487860001,0,אלומה,גן ילדים,לימון
34.788181406,31.2688377700001,0,עומר,גן ילדים,
34.76345919,31.256992924,0,"חט""צ רימונים",גן ילדים,רימון
34.7769473180001,31.266193507,0,"אלי""ע",גן ילדים,
34.763000377,31.2570951530001,0,רימונים,בית ספר,רימון
